Frame_name,Usage,track_id,x_min_norm,y_min_norm,x_max_norm,y_max_norm,class_label,direction,confidence_detection,inference_time_detection (ms),confidence_track,inference_time_track (ms),payload_label,prob_harmful
V_DRONE_110220_021,public,0,0.2542,0.4773,0.3114,0.5385,drone,0,0.4502,19.2,0.0000,0.0,0,0.0000
V_DRONE_110220_035,public,0,0.3413,0.4762,0.3925,0.5291,drone,0,0.6148,16.8,0.0000,0.0,0,0.0000
V_DRONE_010120_166,public,0,0.6264,0.6207,0.6649,0.6602,bird,0,0.3745,19.3,0.0000,0.0,0,0.0000
V_DRONE_109219_129,public,0,0.2255,0.3492,0.2814,0.4077,drone,0,0.5706,18.3,0.0000,0.0,0,0.0000
V_DRONE_102212_184,public,0,0.8749,0.4000,0.9396,0.4518,drone,0,0.6323,21.0,0.0000,0.0,0,0.0000
V_DRONE_103213_099,public,0,0.5603,0.4996,0.5998,0.5490,drone,0,0.5766,23.3,0.0000,0.0,0,0.0000
V_BIRD_046105_097,public,0,0.2034,0.5880,0.2440,0.6321,bird,0,0.4881,21.9,0.0000,0.0,0,0.0000
V_DRONE_106216_278,public,0,0.4838,0.0468,0.5486,0.1065,drone,0,0.4243,16.3,0.0000,0.0,0,0.0000
V_DRONE_106216_278,public,0,0.8108,0.5884,0.8496,0.6362,drone,0,0.3079,16.3,0.0000,0.0,0,0.0000
V_DRONE_106216_293,public,0,0.7798,0.4379,0.8212,0.4918,drone,0,0.4997,16.0,0.0000,0.0,0,0.0000
V_DRONE_106216_293,public,0,0.4464,0.0089,0.5052,0.0576,drone,0,0.2668,16.0,0.0000,0.0,0,0.0000
V_DRONE_103213_072,public,0,0.5855,0.5489,0.6216,0.5943,bird,0,0.3917,20.1,0.0000,0.0,0,0.0000
V_DRONE_098208_150,public,0,0.3378,0.2397,0.3814,0.2836,drone,0,0.5154,19.0,0.0000,0.0,0,0.0000
V_DRONE_098208_144,public,0,0.3743,0.2563,0.4223,0.3007,drone,0,0.6572,16.0,0.0000,0.0,0,0.0000
V_DRONE_103213_066,public,0,0.6021,0.5580,0.6389,0.6036,drone,0,0.4137,23.1,0.0000,0.0,0,0.0000
V_BIRD_046105_068,public,0,0.3219,0.5657,0.3652,0.6129,bird,0,0.4535,20.7,0.0000,0.0,0,0.0000
V_DRONE_106216_287,public,0,0.7934,0.4882,0.8300,0.5398,drone,0,0.5274,16.1,0.0000,0.0,0,0.0000
V_DRONE_106216_287,public,0,0.4694,0.0206,0.5205,0.0624,drone,0,0.2100,16.1,0.0000,0.0,0,0.0000
V_BIRD_046105_040,public,0,0.4291,0.5528,0.4741,0.6021,bird,0,0.4138,21.6,0.0000,0.0,0,0.0000
V_DRONE_102212_153,public,0,0.9232,0.3560,0.9905,0.4125,drone,0,0.4744,17.3,0.0000,0.0,0,0.0000
V_BIRD_048107_028,public,0,0.4842,0.6535,0.5321,0.7057,bird,0,0.3688,21.4,0.0000,0.0,0,0.0000
V_DRONE_102212_147,public,0,0.9253,0.3432,0.9918,0.3883,drone,0,0.5289,16.5,0.0000,0.0,0,0.0000
V_DRONE_098208_178,public,0,0.2281,0.0724,0.2812,0.1224,drone,0,0.5170,15.5,0.0000,0.0,0,0.0000
V_BIRD_046105_054,public,0,0.3775,0.5570,0.4216,0.6046,bird,0,0.3705,16.2,0.0000,0.0,0,0.0000
V_DRONE_109219_303,public,0,0.2428,0.3949,0.2990,0.4493,drone,0,0.6875,17.5,0.0000,0.0,0,0.0000
V_DRONE_106216_052,public,0,0.4830,0.4139,0.5357,0.4608,drone,0,0.5493,17.0,0.0000,0.0,0,0.0000
V_DRONE_106216_052,public,0,0.4179,0.6746,0.4569,0.7181,drone,0,0.2378,17.0,0.0000,0.0,0,0.0000
V_DRONE_106216_046,public,0,0.4671,0.3822,0.5209,0.4322,drone,0,0.4817,16.5,0.0000,0.0,0,0.0000
V_DRONE_106216_046,public,0,0.4289,0.6790,0.4673,0.7224,drone,0,0.2446,16.5,0.0000,0.0,0,0.0000
V_DRONE_109219_317,public,0,0.2382,0.4778,0.2917,0.5315,drone,0,0.6383,16.4,0.0000,0.0,0,0.0000
V_DRONE_100210_197,public,0,0.2847,0.0407,0.3260,0.0775,drone,0,0.4175,15.6,0.0000,0.0,0,0.0000
V_DRONE_110220_223,public,0,0.3845,0.4623,0.4449,0.5179,drone,0,0.5745,17.7,0.0000,0.0,0,0.0000
V_DRONE_107217_173,public,0,0.5436,0.3409,0.5898,0.3862,drone,0,0.5312,26.7,0.0000,0.0,0,0.0000
V_DRONE_107217_173,public,0,0.1872,0.5652,0.2275,0.6149,drone,0,0.3229,26.7,0.0000,0.0,0,0.0000
V_BIRD_046105_281,public,0,0.3050,0.3830,0.3393,0.4228,bird,0,0.5136,15.3,0.0000,0.0,0,0.0000
V_BIRD_046105_295,public,0,0.2554,0.3725,0.2888,0.4113,bird,0,0.4836,16.6,0.0000,0.0,0,0.0000
V_DRONE_110220_237,public,0,0.3428,0.4777,0.3950,0.5328,drone,0,0.5337,15.8,0.0000,0.0,0,0.0000
V_DRONE_100210_183,public,0,0.3292,0.0868,0.3783,0.1405,drone,0,0.5616,15.5,0.0000,0.0,0,0.0000
V_DRONE_107217_167,public,0,0.5468,0.3569,0.5975,0.4032,drone,0,0.6852,23.0,0.0000,0.0,0,0.0000
V_DRONE_107217_167,public,0,0.1859,0.6126,0.2250,0.6597,drone,0,0.3388,23.0,0.0000,0.0,0,0.0000
V_DRONE_100210_168,public,0,0.3555,0.1727,0.4116,0.2191,drone,0,0.5726,16.0,0.0000,0.0,0,0.0000
V_BIRD_048107_216,public,0,0.4098,0.5744,0.4599,0.6231,bird,0,0.5974,16.9,0.0000,0.0,0,0.0000
V_DRONE_103213_270,public,0,0.7310,0.1999,0.7772,0.2481,drone,0,0.5019,15.4,0.0000,0.0,0,0.0000
V_DRONE_106216_091,public,0,0.5527,0.4014,0.6084,0.4486,drone,0,0.5888,16.8,0.0000,0.0,0,0.0000
V_DRONE_106216_091,public,0,0.3354,0.6362,0.3697,0.6795,drone,0,0.3319,16.8,0.0000,0.0,0,0.0000
V_DRONE_106216_085,public,0,0.5537,0.4175,0.6098,0.4634,drone,0,0.5512,16.5,0.0000,0.0,0,0.0000
V_DRONE_106216_085,public,0,0.3423,0.6454,0.3756,0.6873,drone,0,0.3487,16.5,0.0000,0.0,0,0.0000
V_DRONE_103213_264,public,0,0.7271,0.1975,0.7788,0.2509,drone,0,0.5513,20.4,0.0000,0.0,0,0.0000
V_BIRD_048107_202,public,0,0.3611,0.6039,0.4040,0.6580,bird,0,0.5878,21.5,0.0000,0.0,0,0.0000
V_DRONE_107217_198,public,0,0.5397,0.3425,0.5869,0.3852,drone,0,0.5407,23.0,0.0000,0.0,0,0.0000
V_DRONE_107217_198,public,0,0.1925,0.4397,0.2309,0.4862,drone,0,0.3270,23.0,0.0000,0.0,0,0.0000
V_DRONE_100210_154,public,0,0.3681,0.2423,0.4201,0.2899,drone,0,0.4606,15.4,0.0000,0.0,0,0.0000
V_BIRD_046105_242,public,0,0.4071,0.3968,0.4445,0.4371,bird,0,0.5226,15.9,0.0000,0.0,0,0.0000
V_BIRD_046105_256,public,0,0.3822,0.3966,0.4162,0.4361,bird,0,0.4039,21.2,0.0000,0.0,0,0.0000
V_DRONE_103213_258,public,0,0.7313,0.2000,0.7742,0.2454,drone,0,0.4591,16.4,0.0000,0.0,0,0.0000
V_DRONE_100210_140,public,0,0.3662,0.3142,0.4161,0.3618,drone,0,0.3960,18.4,0.0000,0.0,0,0.0000
V_DRONE_109219_277,public,0,0.2495,0.3578,0.2998,0.4108,drone,0,0.5888,16.3,0.0000,0.0,0,0.0000
V_DRONE_106216_126,public,0,0.3568,0.6117,0.3974,0.6599,drone,0,0.4512,16.1,0.0000,0.0,0,0.0000
V_DRONE_106216_126,public,0,0.5455,0.3420,0.5977,0.3901,drone,0,0.4067,16.1,0.0000,0.0,0,0.0000
V_DRONE_106216_132,public,0,0.3691,0.6279,0.4105,0.6770,drone,0,0.4248,21.6,0.0000,0.0,0,0.0000
V_DRONE_106216_132,public,0,0.5526,0.3291,0.6065,0.3810,drone,0,0.4197,21.6,0.0000,0.0,0,0.0000
V_DRONE_109219_263,public,0,0.2436,0.3549,0.2988,0.4138,drone,0,0.4976,21.4,0.0000,0.0,0,0.0000
V_DRONE_107217_007,public,0,0.7833,0.4468,0.8232,0.4993,drone,0,0.5181,22.0,0.0000,0.0,0,0.0000
V_DRONE_107217_007,public,0,0.4482,0.0073,0.5108,0.0589,drone,0,0.2393,22.0,0.0000,0.0,0,0.0000
V_DRONE_107217_013,public,0,0.7688,0.4148,0.8084,0.4658,drone,0,0.5478,15.7,0.0000,0.0,0,0.0000
V_DRONE_107217_013,public,0,0.4300,0.0092,0.4903,0.0594,drone,0,0.2532,15.7,0.0000,0.0,0,0.0000
V_DRONE_098208_226,public,0,0.3523,0.4570,0.3981,0.5011,drone,0,0.5819,16.2,0.0000,0.0,0,0.0000
V_DRONE_102212_219,public,0,0.8305,0.3782,0.8872,0.4275,drone,0,0.5396,20.2,0.0000,0.0,0,0.0000
V_DRONE_103213_304,public,0,0.7377,0.1970,0.7861,0.2444,drone,0,0.4003,15.6,0.0000,0.0,0,0.0000
V_DRONE_103213_310,public,0,0.7396,0.1993,0.7863,0.2462,drone,0,0.4871,15.2,0.0000,0.0,0,0.0000
V_DRONE_100210_008,public,0,0.4015,0.1667,0.4704,0.2077,drone,0,0.6244,19.3,0.0000,0.0,0,0.0000
V_DRONE_098208_232,public,0,0.3787,0.4151,0.4305,0.4653,drone,0,0.5849,22.0,0.0000,0.0,0,0.0000
V_DRONE_109219_288,public,0,0.2476,0.3571,0.3012,0.4108,drone,0,0.6102,18.3,0.0000,0.0,0,0.0000
V_DRONE_102212_225,public,0,0.8107,0.3689,0.8677,0.4160,drone,0,0.5817,14.6,0.0000,0.0,0,0.0000
V_DRONE_100210_020,public,0,0.3911,0.0914,0.4602,0.1488,drone,0,0.6301,18.4,0.0000,0.0,0,0.0000
V_DRONE_100210_034,public,0,0.4855,0.4257,0.5279,0.4845,bird,0,0.5086,15.8,0.0000,0.0,0,0.0000
V_DRONE_102212_231,public,0,0.7890,0.3540,0.8372,0.3984,drone,0,0.6155,15.6,0.0000,0.0,0,0.0000
V_DRONE_110220_169,public,0,0.4017,0.4901,0.4428,0.5299,drone,0,0.4763,16.0,0.0000,0.0,0,0.0000
V_DRONE_107217_239,public,0,0.5450,0.4032,0.5903,0.4463,drone,0,0.6743,19.2,0.0000,0.0,0,0.0000
V_DRONE_107217_239,public,0,0.1893,0.3069,0.2281,0.3510,drone,0,0.2827,19.2,0.0000,0.0,0,0.0000
V_DRONE_109219_075,public,0,0.0247,0.3233,0.0808,0.3809,drone,0,0.7076,15.3,0.0000,0.0,0,0.0000
V_DRONE_109219_061,public,0,0.0417,0.3195,0.1023,0.3762,drone,0,0.6788,15.4,0.0000,0.0,0,0.0000
V_DRONE_109219_049,public,0,0.0635,0.3241,0.1223,0.3802,drone,0,0.6566,15.3,0.0000,0.0,0,0.0000
V_DRONE_110220_155,public,0,0.3970,0.4873,0.4436,0.5310,drone,0,0.4930,16.2,0.0000,0.0,0,0.0000
V_DRONE_107217_205,public,0,0.5403,0.3547,0.5875,0.3971,drone,0,0.6630,21.7,0.0000,0.0,0,0.0000
V_DRONE_107217_205,public,0,0.1906,0.4366,0.2293,0.4826,drone,0,0.3314,21.7,0.0000,0.0,0,0.0000
V_DRONE_110220_141,public,0,0.3889,0.4820,0.4487,0.5374,drone,0,0.5889,23.0,0.0000,0.0,0,0.0000
V_DRONE_107217_211,public,0,0.5447,0.3688,0.5885,0.4102,drone,0,0.6509,16.3,0.0000,0.0,0,0.0000
V_DRONE_107217_211,public,0,0.1898,0.4343,0.2289,0.4812,drone,0,0.2923,16.3,0.0000,0.0,0,0.0000
V_DRONE_103213_106,public,0,0.5654,0.4852,0.6046,0.5344,drone,0,0.4869,16.6,0.0000,0.0,0,0.0000
V_BIRD_046105_108,public,0,0.1683,0.5975,0.1975,0.6429,bird,0,0.3638,15.2,0.0000,0.0,0,0.0000
V_BIRD_048107_160,public,0,0.9048,0.1001,0.9667,0.1695,bird,0,0.2409,15.8,0.0000,0.0,0,0.0000
V_DRONE_098208_024,public,0,0.2608,0.0588,0.3146,0.1132,drone,0,0.5268,18.5,0.0000,0.0,0,0.0000
V_DRONE_098208_030,public,0,0.2209,0.0519,0.2758,0.1058,drone,0,0.4167,17.8,0.0000,0.0,0,0.0000
V_BIRD_048107_174,public,0,0.5853,0.0687,0.6452,0.1424,bird,0,0.5918,15.4,0.0000,0.0,0,0.0000
V_DRONE_103213_112,public,0,0.5735,0.4705,0.6129,0.5199,drone,0,0.5227,16.5,0.0000,0.0,0,0.0000
V_BIRD_046105_134,public,0,0.4442,0.4759,0.4799,0.5190,bird,0,0.6115,16.4,0.0000,0.0,0,0.0000
V_DRONE_098208_018,public,0,0.2997,0.0593,0.3542,0.1131,drone,0,0.5639,14.4,0.0000,0.0,0,0.0000
V_DRONE_110220_196,public,0,0.3936,0.4839,0.4488,0.5377,drone,0,0.4607,17.3,0.0000,0.0,0,0.0000
V_DRONE_100210_222,public,0,0.1655,0.1912,0.2352,0.2504,drone,0,0.7249,15.6,0.0000,0.0,0,0.0000
V_DRONE_102212_027,public,0,0.5212,0.2354,0.5798,0.2881,drone,0,0.5161,16.2,0.0000,0.0,0,0.0000
V_BIRD_048107_148,public,0,0.1430,0.1676,0.1871,0.2289,bird,0,0.6968,15.0,0.0000,0.0,0,0.0000
V_DRONE_102212_033,public,0,0.5644,0.1823,0.6174,0.2326,drone,0,0.5111,20.5,0.0000,0.0,0,0.0000
V_DRONE_100210_236,public,0,0.1561,0.3061,0.2168,0.3702,drone,0,0.4773,15.9,0.0000,0.0,0,0.0000
V_DRONE_110220_182,public,0,0.4000,0.4910,0.4443,0.5332,drone,0,0.4582,22.3,0.0000,0.0,0,0.0000
V_BIRD_046105_120,public,0,0.4475,0.5011,0.4839,0.5414,bird,0,0.6238,24.8,0.0000,0.0,0,0.0000
V_DRONE_100210_237,public,0,0.1514,0.3297,0.2141,0.3830,drone,0,0.4647,15.8,0.0000,0.0,0,0.0000
V_DRONE_110220_183,public,0,0.3957,0.4893,0.4451,0.5368,drone,0,0.4496,16.0,0.0000,0.0,0,0.0000
V_DRONE_102212_032,public,0,0.5559,0.1909,0.6108,0.2438,drone,0,0.5131,19.0,0.0000,0.0,0,0.0000
V_BIRD_048107_149,public,0,0.1362,0.1614,0.1812,0.2249,bird,0,0.6868,19.5,0.0000,0.0,0,0.0000
V_BIRD_046105_121,public,0,0.4465,0.4989,0.4833,0.5397,bird,0,0.5662,17.8,0.0000,0.0,0,0.0000
V_BIRD_046105_135,public,0,0.4441,0.4744,0.4796,0.5176,bird,0,0.6044,16.6,0.0000,0.0,0,0.0000
V_DRONE_102212_026,public,0,0.5154,0.2402,0.5777,0.2931,drone,0,0.5511,15.2,0.0000,0.0,0,0.0000
V_DRONE_110220_197,public,0,0.3927,0.4828,0.4482,0.5369,drone,0,0.4864,16.5,0.0000,0.0,0,0.0000
V_DRONE_100210_223,public,0,0.1641,0.1953,0.2350,0.2555,drone,0,0.7222,16.0,0.0000,0.0,0,0.0000
V_DRONE_098208_019,public,0,0.2938,0.0608,0.3457,0.1130,drone,0,0.5059,15.7,0.0000,0.0,0,0.0000
V_BIRD_048107_175,public,0,0.5568,0.0613,0.6149,0.1204,bird,0,0.6019,20.1,0.0000,0.0,0,0.0000
V_DRONE_098208_031,public,0,0.2231,0.0558,0.2667,0.0987,drone,0,0.3510,15.1,0.0000,0.0,0,0.0000
V_DRONE_103213_113,public,0,0.5763,0.4678,0.6142,0.5162,drone,0,0.4804,16.7,0.0000,0.0,0,0.0000
V_DRONE_103213_107,public,0,0.5672,0.4828,0.6060,0.5315,drone,0,0.4853,17.2,0.0000,0.0,0,0.0000
V_DRONE_098208_025,public,0,0.2533,0.0585,0.3068,0.1123,drone,0,0.4688,19.9,0.0000,0.0,0,0.0000
V_BIRD_048107_161,public,0,0.8816,0.0980,0.9403,0.1680,bird,0,0.2402,15.6,0.0000,0.0,0,0.0000
V_DRONE_107217_210,public,0,0.5441,0.3652,0.5883,0.4069,drone,0,0.6698,15.6,0.0000,0.0,0,0.0000
V_DRONE_107217_210,public,0,0.1899,0.4350,0.2288,0.4818,drone,0,0.3051,15.6,0.0000,0.0,0,0.0000
V_DRONE_110220_140,public,0,0.3940,0.4851,0.4454,0.5334,drone,0,0.4611,17.1,0.0000,0.0,0,0.0000
V_DRONE_107217_204,public,0,0.5404,0.3539,0.5878,0.3956,drone,0,0.6456,23.4,0.0000,0.0,0,0.0000
V_DRONE_107217_204,public,0,0.1911,0.4373,0.2290,0.4823,drone,0,0.3555,23.4,0.0000,0.0,0,0.0000
V_DRONE_110220_154,public,0,0.3920,0.4841,0.4476,0.5366,drone,0,0.4567,16.6,0.0000,0.0,0,0.0000
V_DRONE_109219_048,public,0,0.0649,0.3236,0.1222,0.3795,drone,0,0.5620,20.3,0.0000,0.0,0,0.0000
V_DRONE_109219_060,public,0,0.0435,0.3201,0.1037,0.3760,drone,0,0.6862,21.4,0.0000,0.0,0,0.0000
V_DRONE_109219_074,public,0,0.0241,0.3215,0.0835,0.3796,drone,0,0.7065,18.7,0.0000,0.0,0,0.0000
V_DRONE_107217_238,public,0,0.5449,0.4030,0.5905,0.4465,drone,0,0.6461,16.1,0.0000,0.0,0,0.0000
V_DRONE_107217_238,public,0,0.1895,0.3111,0.2281,0.3544,drone,0,0.2859,16.1,0.0000,0.0,0,0.0000
V_DRONE_110220_168,public,0,0.3965,0.4864,0.4473,0.5339,drone,0,0.4693,16.5,0.0000,0.0,0,0.0000
V_DRONE_102212_230,public,0,0.7923,0.3576,0.8402,0.4012,drone,0,0.5448,15.6,0.0000,0.0,0,0.0000
V_DRONE_100210_035,public,0,0.4844,0.4233,0.5263,0.4829,bird,0,0.4919,16.6,0.0000,0.0,0,0.0000
V_DRONE_100210_021,public,0,0.3892,0.0843,0.4577,0.1407,drone,0,0.6483,15.0,0.0000,0.0,0,0.0000
V_DRONE_102212_224,public,0,0.8130,0.3702,0.8700,0.4173,drone,0,0.5849,15.2,0.0000,0.0,0,0.0000
V_DRONE_109219_289,public,0,0.2473,0.3572,0.3004,0.4101,drone,0,0.6003,15.4,0.0000,0.0,0,0.0000
V_DRONE_103213_311,public,0,0.7395,0.1977,0.7905,0.2488,drone,0,0.5719,17.5,0.0000,0.0,0,0.0000
V_DRONE_098208_233,public,0,0.3853,0.4056,0.4376,0.4569,drone,0,0.5639,22.3,0.0000,0.0,0,0.0000
V_DRONE_100210_009,public,0,0.4006,0.1602,0.4704,0.2034,drone,0,0.5473,16.0,0.0000,0.0,0,0.0000
V_DRONE_102212_218,public,0,0.8331,0.3785,0.8918,0.4292,drone,0,0.5690,29.0,0.0000,0.0,0,0.0000
V_DRONE_098208_227,public,0,0.3574,0.4480,0.4051,0.4937,drone,0,0.5959,18.4,0.0000,0.0,0,0.0000
V_DRONE_103213_305,public,0,0.7384,0.1982,0.7859,0.2448,drone,0,0.4322,15.9,0.0000,0.0,0,0.0000
V_DRONE_107217_012,public,0,0.7716,0.4182,0.8125,0.4713,drone,0,0.5340,24.9,0.0000,0.0,0,0.0000
V_DRONE_107217_012,public,0,0.4416,0.0110,0.4890,0.0554,drone,0,0.2914,24.9,0.0000,0.0,0,0.0000
V_DRONE_107217_006,public,0,0.7847,0.4546,0.8260,0.5095,drone,0,0.4793,19.8,0.0000,0.0,0,0.0000
V_DRONE_107217_006,public,0,0.4542,0.0115,0.5123,0.0574,drone,0,0.2026,19.8,0.0000,0.0,0,0.0000
V_DRONE_106216_133,public,0,0.5533,0.3277,0.6084,0.3801,drone,0,0.4570,21.5,0.0000,0.0,0,0.0000
V_DRONE_106216_133,public,0,0.3702,0.6300,0.4116,0.6792,drone,0,0.4240,21.5,0.0000,0.0,0,0.0000
V_DRONE_109219_262,public,0,0.2438,0.3546,0.2992,0.4150,drone,0,0.4537,20.9,0.0000,0.0,0,0.0000
V_DRONE_109219_276,public,0,0.2485,0.3573,0.3003,0.4114,drone,0,0.5699,20.9,0.0000,0.0,0,0.0000
V_DRONE_106216_127,public,0,0.3589,0.6133,0.4005,0.6628,drone,0,0.4487,16.9,0.0000,0.0,0,0.0000
V_DRONE_106216_127,public,0,0.5465,0.3364,0.5985,0.3882,drone,0,0.3012,16.9,0.0000,0.0,0,0.0000
V_DRONE_103213_259,public,0,0.7307,0.2004,0.7736,0.2462,drone,0,0.4650,17.6,0.0000,0.0,0,0.0000
V_BIRD_046105_257,public,0,0.3768,0.3973,0.4099,0.4365,bird,0,0.5249,18.6,0.0000,0.0,0,0.0000
V_DRONE_100210_141,public,0,0.3674,0.3071,0.4165,0.3549,drone,0,0.4270,16.1,0.0000,0.0,0,0.0000
V_DRONE_100210_155,public,0,0.3681,0.2371,0.4200,0.2826,drone,0,0.4788,15.3,0.0000,0.0,0,0.0000
V_BIRD_046105_243,public,0,0.4040,0.3978,0.4418,0.4386,bird,0,0.5591,17.0,0.0000,0.0,0,0.0000
V_DRONE_103213_265,public,0,0.7285,0.1983,0.7789,0.2506,drone,0,0.5944,15.5,0.0000,0.0,0,0.0000
V_DRONE_106216_084,public,0,0.5528,0.4177,0.6103,0.4657,drone,0,0.5568,17.1,0.0000,0.0,0,0.0000
V_DRONE_106216_084,public,0,0.3437,0.6453,0.3758,0.6872,drone,0,0.2531,17.1,0.0000,0.0,0,0.0000
V_DRONE_107217_199,public,0,0.5403,0.3451,0.5870,0.3866,drone,0,0.6221,17.1,0.0000,0.0,0,0.0000
V_DRONE_107217_199,public,0,0.1922,0.4389,0.2307,0.4847,drone,0,0.3052,17.1,0.0000,0.0,0,0.0000
V_BIRD_048107_203,public,0,0.3651,0.6052,0.4063,0.6580,bird,0,0.5932,19.8,0.0000,0.0,0,0.0000
V_BIRD_048107_217,public,0,0.4142,0.5637,0.4662,0.6149,bird,0,0.5960,32.4,0.0000,0.0,0,0.0000
V_DRONE_100210_169,public,0,0.3522,0.1647,0.4117,0.2143,drone,0,0.5257,31.4,0.0000,0.0,0,0.0000
V_DRONE_106216_090,public,0,0.5530,0.4045,0.6091,0.4523,drone,0,0.5145,22.6,0.0000,0.0,0,0.0000
V_DRONE_103213_271,public,0,0.7375,0.2041,0.7728,0.2423,drone,0,0.4230,20.6,0.0000,0.0,0,0.0000
V_BIRD_046105_294,public,0,0.2607,0.3723,0.2940,0.4113,bird,0,0.5708,15.6,0.0000,0.0,0,0.0000
V_DRONE_107217_166,public,0,0.5487,0.3598,0.5979,0.4060,drone,0,0.7023,17.0,0.0000,0.0,0,0.0000
V_DRONE_107217_166,public,0,0.1840,0.6186,0.2249,0.6662,drone,0,0.3056,17.0,0.0000,0.0,0,0.0000
V_DRONE_110220_236,public,0,0.3489,0.4757,0.4022,0.5311,drone,0,0.5722,24.4,0.0000,0.0,0,0.0000
V_DRONE_100210_182,public,0,0.3332,0.0930,0.3816,0.1464,drone,0,0.5264,15.5,0.0000,0.0,0,0.0000
V_DRONE_107217_172,public,0,0.5437,0.3433,0.5914,0.3893,drone,0,0.5747,17.9,0.0000,0.0,0,0.0000
V_DRONE_107217_172,public,0,0.1871,0.5749,0.2270,0.6239,drone,0,0.3329,17.9,0.0000,0.0,0,0.0000
V_DRONE_100210_196,public,0,0.2903,0.0449,0.3297,0.0817,drone,0,0.4641,20.2,0.0000,0.0,0,0.0000
V_DRONE_110220_222,public,0,0.3900,0.4665,0.4407,0.5145,drone,0,0.4737,22.6,0.0000,0.0,0,0.0000
V_BIRD_046105_280,public,0,0.3119,0.3837,0.3435,0.4208,bird,0,0.5341,16.1,0.0000,0.0,0,0.0000
V_DRONE_106216_047,public,0,0.4722,0.3919,0.5218,0.4354,drone,0,0.5567,16.3,0.0000,0.0,0,0.0000
V_DRONE_106216_047,public,0,0.4275,0.6790,0.4651,0.7208,drone,0,0.2208,16.3,0.0000,0.0,0,0.0000
V_DRONE_109219_316,public,0,0.2384,0.4751,0.2919,0.5276,drone,0,0.6714,15.9,0.0000,0.0,0,0.0000
V_DRONE_109219_302,public,0,0.2427,0.3866,0.2981,0.4413,drone,0,0.7124,16.1,0.0000,0.0,0,0.0000
V_DRONE_106216_053,public,0,0.4851,0.4159,0.5371,0.4636,drone,0,0.5233,16.8,0.0000,0.0,0,0.0000
V_DRONE_106216_053,public,0,0.4178,0.6747,0.4554,0.7169,drone,0,0.3726,16.8,0.0000,0.0,0,0.0000
V_DRONE_098208_179,public,0,0.2231,0.0581,0.2852,0.1176,drone,0,0.5015,27.6,0.0000,0.0,0,0.0000
V_DRONE_102212_146,public,0,0.9255,0.3410,0.9924,0.3860,drone,0,0.5128,15.6,0.0000,0.0,0,0.0000
V_BIRD_046105_055,public,0,0.3732,0.5575,0.4169,0.6052,bird,0,0.4566,22.6,0.0000,0.0,0,0.0000
V_BIRD_046105_041,public,0,0.4255,0.5531,0.4695,0.6017,bird,0,0.5398,20.9,0.0000,0.0,0,0.0000
V_BIRD_048107_029,public,0,0.4847,0.6494,0.5338,0.7047,bird,0,0.3717,16.7,0.0000,0.0,0,0.0000
V_DRONE_102212_152,public,0,0.9246,0.3563,0.9900,0.4071,drone,0,0.4915,18.3,0.0000,0.0,0,0.0000
V_BIRD_048107_001,public,0,0.3985,0.7780,0.4320,0.8205,bird,0,0.6252,15.2,0.0000,0.0,0,0.0000
V_DRONE_098208_145,public,0,0.3709,0.2554,0.4173,0.2989,drone,0,0.6268,15.7,0.0000,0.0,0,0.0000
V_DRONE_106216_286,public,0,0.7949,0.4946,0.8305,0.5446,drone,0,0.5095,16.3,0.0000,0.0,0,0.0000
