Frame_name,Usage,track_id,x_min_norm,y_min_norm,x_max_norm,y_max_norm,class_label,direction,confidence_detection,inference_time_detection (ms),confidence_track,inference_time_track (ms),payload_label,prob_harmful
IR_BIRD_070144_107,public,0,0.5637,0.4659,0.6246,0.5346,bird,0,0.5663,11.1,0.0000,0.0,0,0.0000
IR_DRONE_148301_121,public,0,0.2711,0.3367,0.3213,0.3885,drone,0,0.7626,10.8,0.0000,0.0,0,0.0000
IR_BIRD_071145_032,public,0,0.3837,0.5463,0.4528,0.6245,bird,0,0.5831,11.2,0.0000,0.0,0,0.0000
IR_DRONE_148301_109,public,0,0.2791,0.3367,0.3296,0.3885,drone,0,0.7642,10.6,0.0000,0.0,0,0.0000
IR_DRONE_150303_306,public,0,0.2087,0.5353,0.2482,0.5785,drone,0,0.7116,10.7,0.0000,0.0,0,0.0000
IR_DRONE_151304_289,public,0,0.4238,0.6008,0.4487,0.6301,drone,0,0.6539,11.3,0.0000,0.0,0,0.0000
IR_BIRD_068142_062,public,0,0.4360,0.4813,0.5166,0.5658,bird,0,0.4968,11.5,0.0000,0.0,0,0.0000
IR_DRONE_150303_312,public,0,0.2199,0.5423,0.2577,0.5837,drone,0,0.7145,11.2,0.0000,0.0,0,0.0000
IR_BIRD_068142_076,public,0,0.4366,0.4787,0.5178,0.5657,bird,0,0.5494,11.6,0.0000,0.0,0,0.0000
IR_BIRD_071145_026,public,0,0.3939,0.5386,0.4658,0.6193,bird,0,0.5971,11.4,0.0000,0.0,0,0.0000
IR_DRONE_153306_098,public,0,0.3621,0.5489,0.3883,0.5794,drone,0,0.6422,11.2,0.0000,0.0,0,0.0000
IR_DRONE_156309_150,public,0,0.2290,0.4042,0.2555,0.4347,drone,0,0.7334,11.3,0.0000,0.0,0,0.0000
IR_DRONE_148301_082,public,0,0.2868,0.3378,0.3385,0.3909,drone,0,0.7568,11.4,0.0000,0.0,0,0.0000
IR_DRONE_153306_107,public,0,0.3613,0.5489,0.3872,0.5792,drone,0,0.6432,11.3,0.0000,0.0,0,0.0000
IR_DRONE_154307_171,public,0,0.3570,0.5433,0.3820,0.5733,drone,0,0.6356,11.5,0.0000,0.0,0,0.0000
IR_DRONE_154307_165,public,0,0.3570,0.5433,0.3820,0.5733,drone,0,0.6355,11.4,0.0000,0.0,0,0.0000
IR_DRONE_144297_058,public,0,0.4328,0.6495,0.4582,0.6791,drone,0,0.5838,11.1,0.0000,0.0,0,0.0000
IR_DRONE_144297_058,public,0,0.6504,0.2924,0.7035,0.3419,drone,0,0.5062,11.1,0.0000,0.0,0,0.0000
IR_DRONE_150303_299,public,0,0.1973,0.5285,0.2388,0.5723,drone,0,0.7263,10.8,0.0000,0.0,0,0.0000
IR_DRONE_156309_144,public,0,0.2261,0.4057,0.2528,0.4368,drone,0,0.7167,11.3,0.0000,0.0,0,0.0000
IR_DRONE_148301_096,public,0,0.2849,0.3373,0.3352,0.3891,drone,0,0.7550,11.3,0.0000,0.0,0,0.0000
IR_DRONE_153306_113,public,0,0.3613,0.5489,0.3873,0.5792,drone,0,0.6431,11.4,0.0000,0.0,0,0.0000
IR_BIRD_071145_185,public,0,0.9325,0.5477,0.9936,0.6140,bird,0,0.3531,11.1,0.0000,0.0,0,0.0000
IR_BIRD_071145_185,public,0,0.0953,0.5444,0.1485,0.6098,bird,0,0.2828,11.1,0.0000,0.0,0,0.0000
IR_BIRD_070144_098,public,0,0.5685,0.4674,0.6309,0.5402,bird,0,0.5629,11.1,0.0000,0.0,0,0.0000
IR_DRONE_149302_273,public,0,0.4305,0.4428,0.4781,0.4934,drone,0,0.7580,11.0,0.0000,0.0,0,0.0000
IR_DRONE_144297_070,public,0,0.4457,0.6470,0.4729,0.6778,drone,0,0.5715,10.9,0.0000,0.0,0,0.0000
IR_DRONE_144297_070,public,0,0.6448,0.2913,0.7001,0.3429,drone,0,0.5066,10.9,0.0000,0.0,0,0.0000
IR_DRONE_154307_159,public,0,0.3571,0.5437,0.3819,0.5734,drone,0,0.6369,10.7,0.0000,0.0,0,0.0000
IR_DRONE_149302_267,public,0,0.4338,0.4416,0.4818,0.4926,drone,0,0.7635,11.0,0.0000,0.0,0,0.0000
IR_DRONE_144297_064,public,0,0.4388,0.6479,0.4655,0.6780,drone,0,0.5801,11.1,0.0000,0.0,0,0.0000
IR_DRONE_144297_064,public,0,0.6485,0.2916,0.7022,0.3427,drone,0,0.5091,11.1,0.0000,0.0,0,0.0000
IR_DRONE_156309_178,public,0,0.2444,0.3935,0.2704,0.4234,drone,0,0.7461,11.2,0.0000,0.0,0,0.0000
IR_BIRD_071145_191,public,0,0.9262,0.5446,0.9897,0.6127,bird,0,0.3547,11.1,0.0000,0.0,0,0.0000
IR_BIRD_071145_191,public,0,0.0856,0.5383,0.1337,0.5971,bird,0,0.3154,11.1,0.0000,0.0,0,0.0000
IR_DRONE_156309_193,public,0,0.2536,0.3866,0.2803,0.4166,drone,0,0.7404,10.4,0.0000,0.0,0,0.0000
IR_DRONE_148301_041,public,0,0.2464,0.3386,0.2983,0.3937,drone,0,0.7491,10.2,0.0000,0.0,0,0.0000
IR_BIRD_070144_067,public,0,0.5904,0.4805,0.6510,0.5502,bird,0,0.5334,10.7,0.0000,0.0,0,0.0000
IR_BIRD_069143_037,public,0,0.5054,0.5951,0.5719,0.6765,bird,0,0.6379,10.5,0.0000,0.0,0,0.0000
IR_BIRD_069143_023,public,0,0.5039,0.5937,0.5742,0.6792,bird,0,0.5946,10.6,0.0000,0.0,0,0.0000
IR_DRONE_149302_298,public,0,0.4183,0.4446,0.4649,0.4950,drone,0,0.7592,11.5,0.0000,0.0,0,0.0000
IR_BIRD_070144_073,public,0,0.5883,0.4765,0.6486,0.5473,bird,0,0.5278,10.9,0.0000,0.0,0,0.0000
IR_DRONE_156309_187,public,0,0.2492,0.3892,0.2760,0.4200,drone,0,0.7324,11.1,0.0000,0.0,0,0.0000
IR_DRONE_148301_055,public,0,0.2747,0.3399,0.3256,0.3930,drone,0,0.7536,10.8,0.0000,0.0,0,0.0000
IR_BIRD_071145_146,public,0,0.1714,0.5942,0.2253,0.6563,bird,0,0.5770,10.8,0.0000,0.0,0,0.0000
IR_DRONE_150303_272,public,0,0.1841,0.5026,0.2247,0.5469,drone,0,0.7625,11.1,0.0000,0.0,0,0.0000
IR_BIRD_068142_116,public,0,0.4361,0.4798,0.5181,0.5662,bird,0,0.4972,11.2,0.0000,0.0,0,0.0000
IR_DRONE_150303_266,public,0,0.1881,0.4969,0.2289,0.5421,drone,0,0.7598,11.0,0.0000,0.0,0,0.0000
IR_BIRD_068142_102,public,0,0.4364,0.4776,0.5188,0.5640,bird,0,0.5005,11.3,0.0000,0.0,0,0.0000
IR_BIRD_071145_152,public,0,0.1664,0.5888,0.2171,0.6532,bird,0,0.5486,10.7,0.0000,0.0,0,0.0000
IR_DRONE_148301_069,public,0,0.2847,0.3391,0.3354,0.3921,drone,0,0.7585,11.0,0.0000,0.0,0,0.0000
IR_DRONE_151304_100,public,0,0.4772,0.6125,0.5013,0.6408,drone,0,0.6061,11.1,0.0000,0.0,0,0.0000
IR_DRONE_153306_305,public,0,0.3545,0.5496,0.3784,0.5779,drone,0,0.6010,11.1,0.0000,0.0,0,0.0000
IR_DRONE_148301_280,public,0,0.2386,0.3446,0.2895,0.3978,drone,0,0.7616,10.7,0.0000,0.0,0,0.0000
IR_DRONE_143296_238,public,0,0.5695,0.3388,0.6351,0.3998,drone,0,0.6643,11.5,0.0000,0.0,0,0.0000
IR_DRONE_143296_238,public,0,0.3500,0.5363,0.4004,0.5933,drone,0,0.5551,11.5,0.0000,0.0,0,0.0000
IR_DRONE_153306_311,public,0,0.3546,0.5497,0.3783,0.5779,drone,0,0.5987,11.3,0.0000,0.0,0,0.0000
IR_DRONE_148301_294,public,0,0.2424,0.3441,0.2929,0.3965,drone,0,0.7662,10.8,0.0000,0.0,0,0.0000
IR_DRONE_151304_114,public,0,0.4724,0.6122,0.4969,0.6407,drone,0,0.5962,10.9,0.0000,0.0,0,0.0000
IR_DRONE_149302_059,public,0,0.2364,0.4377,0.2864,0.4910,drone,0,0.7572,10.5,0.0000,0.0,0,0.0000
IR_DRONE_144297_272,public,0,0.5127,0.0847,0.5746,0.1469,drone,0,0.5438,10.6,0.0000,0.0,0,0.0000
IR_DRONE_144297_272,public,0,0.8847,0.5183,0.9244,0.5625,drone,0,0.2045,10.6,0.0000,0.0,0,0.0000
IR_DRONE_149302_071,public,0,0.2332,0.4422,0.2851,0.4973,drone,0,0.7524,10.4,0.0000,0.0,0,0.0000
IR_DRONE_151304_128,public,0,0.4674,0.6109,0.4907,0.6390,drone,0,0.6188,10.7,0.0000,0.0,0,0.0000
IR_DRONE_144297_266,public,0,0.5185,0.0955,0.5833,0.1599,drone,0,0.7339,10.5,0.0000,0.0,0,0.0000
IR_DRONE_149302_065,public,0,0.2345,0.4413,0.2842,0.4950,drone,0,0.7594,11.1,0.0000,0.0,0,0.0000
IR_BIRD_072146_060,public,0,0.2068,0.3679,0.2494,0.4173,bird,0,0.5640,11.3,0.0000,0.0,0,0.0000
IR_BIRD_072146_060,public,0,0.3074,0.2912,0.3517,0.3421,bird,0,0.4376,11.3,0.0000,0.0,0,0.0000
IR_BIRD_069143_235,public,0,0.5264,0.5825,0.5978,0.6667,bird,0,0.6379,11.1,0.0000,0.0,0,0.0000
IR_BIRD_070144_265,public,0,0.2813,0.4850,0.3471,0.5611,bird,0,0.5167,10.6,0.0000,0.0,0,0.0000
IR_DRONE_148301_243,public,0,0.2256,0.3435,0.2765,0.3967,drone,0,0.7576,10.6,0.0000,0.0,0,0.0000
IR_DRONE_150303_058,public,0,0.4139,0.4444,0.4611,0.4949,drone,0,0.7716,10.9,0.0000,0.0,0,0.0000
IR_DRONE_148301_257,public,0,0.2298,0.3432,0.2829,0.3993,drone,0,0.7524,10.5,0.0000,0.0,0,0.0000
IR_BIRD_070144_271,public,0,0.2648,0.4846,0.3343,0.5638,bird,0,0.5343,10.4,0.0000,0.0,0,0.0000
IR_DRONE_144297_299,public,0,0.8508,0.4099,0.8921,0.4560,drone,0,0.5694,10.7,0.0000,0.0,0,0.0000
IR_DRONE_144297_299,public,0,0.4676,0.0551,0.5310,0.1182,drone,0,0.5364,10.7,0.0000,0.0,0,0.0000
IR_BIRD_072146_074,public,0,0.2242,0.3681,0.2670,0.4169,bird,0,0.4856,11.0,0.0000,0.0,0,0.0000
IR_BIRD_072146_074,public,0,0.3430,0.2893,0.3821,0.3373,bird,0,0.4710,11.0,0.0000,0.0,0,0.0000
IR_BIRD_069143_221,public,0,0.5254,0.5829,0.5977,0.6673,bird,0,0.6382,10.9,0.0000,0.0,0,0.0000
IR_BIRD_070144_259,public,0,0.2986,0.4852,0.3611,0.5581,bird,0,0.5104,10.5,0.0000,0.0,0,0.0000
IR_BIRD_069143_209,public,0,0.5214,0.5919,0.5962,0.6778,bird,0,0.6545,10.8,0.0000,0.0,0,0.0000
IR_BIRD_068142_314,public,0,0.4357,0.4791,0.5186,0.5665,bird,0,0.5617,11.2,0.0000,0.0,0,0.0000
IR_DRONE_150303_070,public,0,0.4145,0.4446,0.4621,0.4956,drone,0,0.7713,11.8,0.0000,0.0,0,0.0000
IR_BIRD_068142_300,public,0,0.4348,0.4787,0.5181,0.5670,bird,0,0.5843,11.3,0.0000,0.0,0,0.0000
IR_DRONE_150303_064,public,0,0.4145,0.4445,0.4620,0.4953,drone,0,0.7703,11.7,0.0000,0.0,0,0.0000
IR_BIRD_072146_048,public,0,0.1880,0.3639,0.2382,0.4207,bird,0,0.5915,11.6,0.0000,0.0,0,0.0000
IR_BIRD_072146_048,public,0,0.2778,0.2817,0.3256,0.3361,bird,0,0.2804,11.6,0.0000,0.0,0,0.0000
IR_DRONE_150303_065,public,0,0.4146,0.4445,0.4622,0.4955,drone,0,0.7695,11.2,0.0000,0.0,0,0.0000
IR_BIRD_068142_301,public,0,0.4349,0.4783,0.5187,0.5667,bird,0,0.5768,12.0,0.0000,0.0,0,0.0000
IR_BIRD_072146_049,public,0,0.1928,0.3649,0.2373,0.4162,bird,0,0.5731,11.5,0.0000,0.0,0,0.0000
IR_BIRD_069143_208,public,0,0.5200,0.5916,0.5947,0.6780,bird,0,0.6471,10.7,0.0000,0.0,0,0.0000
IR_BIRD_070144_258,public,0,0.2996,0.4837,0.3648,0.5580,bird,0,0.5519,10.0,0.0000,0.0,0,0.0000
IR_DRONE_150303_071,public,0,0.4146,0.4446,0.4622,0.4956,drone,0,0.7692,10.6,0.0000,0.0,0,0.0000
IR_BIRD_068142_315,public,0,0.4357,0.4791,0.5186,0.5665,bird,0,0.5617,10.4,0.0000,0.0,0,0.0000
IR_DRONE_148301_256,public,0,0.2306,0.3442,0.2816,0.3973,drone,0,0.7644,10.2,0.0000,0.0,0,0.0000
IR_DRONE_150303_059,public,0,0.4140,0.4444,0.4612,0.4949,drone,0,0.7715,10.8,0.0000,0.0,0,0.0000
IR_BIRD_069143_220,public,0,0.5256,0.5836,0.5970,0.6674,bird,0,0.6401,10.6,0.0000,0.0,0,0.0000
IR_BIRD_072146_075,public,0,0.3449,0.2848,0.3872,0.3365,bird,0,0.4831,11.0,0.0000,0.0,0,0.0000
IR_BIRD_072146_075,public,0,0.2240,0.3681,0.2676,0.4183,bird,0,0.4751,11.0,0.0000,0.0,0,0.0000
IR_DRONE_144297_298,public,0,0.8527,0.4133,0.8926,0.4581,drone,0,0.5651,11.7,0.0000,0.0,0,0.0000
IR_DRONE_144297_298,public,0,0.4696,0.0555,0.5320,0.1179,drone,0,0.5371,11.7,0.0000,0.0,0,0.0000
IR_BIRD_070144_270,public,0,0.2678,0.4843,0.3366,0.5635,bird,0,0.5267,11.2,0.0000,0.0,0,0.0000
IR_BIRD_070144_264,public,0,0.2844,0.4853,0.3488,0.5608,bird,0,0.5059,11.3,0.0000,0.0,0,0.0000
IR_BIRD_069143_234,public,0,0.5264,0.5825,0.5978,0.6667,bird,0,0.6380,11.2,0.0000,0.0,0,0.0000
IR_BIRD_072146_061,public,0,0.2078,0.3686,0.2500,0.4172,bird,0,0.5801,11.1,0.0000,0.0,0,0.0000
IR_BIRD_072146_061,public,0,0.3085,0.2915,0.3544,0.3435,bird,0,0.4281,11.1,0.0000,0.0,0,0.0000
IR_DRONE_148301_242,public,0,0.2257,0.3436,0.2765,0.3969,drone,0,0.7555,11.4,0.0000,0.0,0,0.0000
IR_DRONE_151304_129,public,0,0.4670,0.6120,0.4907,0.6397,drone,0,0.7449,10.9,0.0000,0.0,0,0.0000
IR_DRONE_149302_064,public,0,0.2343,0.4405,0.2842,0.4946,drone,0,0.7596,10.4,0.0000,0.0,0,0.0000
IR_DRONE_144297_267,public,0,0.5180,0.0942,0.5823,0.1582,drone,0,0.7385,10.0,0.0000,0.0,0,0.0000
IR_DRONE_149302_070,public,0,0.2335,0.4424,0.2853,0.4973,drone,0,0.7522,10.6,0.0000,0.0,0,0.0000
IR_DRONE_144297_273,public,0,0.5114,0.0829,0.5731,0.1447,drone,0,0.5452,10.5,0.0000,0.0,0,0.0000
IR_DRONE_144297_273,public,0,0.8832,0.5131,0.9228,0.5562,drone,0,0.4095,10.5,0.0000,0.0,0,0.0000
IR_DRONE_151304_115,public,0,0.4720,0.6121,0.4962,0.6404,drone,0,0.6017,11.1,0.0000,0.0,0,0.0000
IR_DRONE_148301_295,public,0,0.2430,0.3440,0.2936,0.3968,drone,0,0.7641,11.2,0.0000,0.0,0,0.0000
IR_DRONE_153306_310,public,0,0.3546,0.5497,0.3783,0.5779,drone,0,0.6022,11.5,0.0000,0.0,0,0.0000
IR_DRONE_149302_058,public,0,0.2361,0.4364,0.2864,0.4899,drone,0,0.7537,10.9,0.0000,0.0,0,0.0000
IR_DRONE_148301_281,public,0,0.2390,0.3446,0.2900,0.3976,drone,0,0.7601,10.8,0.0000,0.0,0,0.0000
IR_DRONE_143296_239,public,0,0.5685,0.3380,0.6349,0.3994,drone,0,0.6680,11.5,0.0000,0.0,0,0.0000
IR_DRONE_143296_239,public,0,0.3502,0.5359,0.4016,0.5934,drone,0,0.5733,11.5,0.0000,0.0,0,0.0000
IR_DRONE_153306_304,public,0,0.3545,0.5497,0.3783,0.5779,drone,0,0.6015,11.3,0.0000,0.0,0,0.0000
IR_DRONE_151304_101,public,0,0.4771,0.6126,0.5011,0.6408,drone,0,0.6026,11.1,0.0000,0.0,0,0.0000
IR_BIRD_071145_153,public,0,0.1645,0.5887,0.2128,0.6518,bird,0,0.5486,10.9,0.0000,0.0,0,0.0000
IR_DRONE_148301_068,public,0,0.2843,0.3391,0.3352,0.3920,drone,0,0.7587,10.9,0.0000,0.0,0,0.0000
IR_BIRD_068142_103,public,0,0.4362,0.4778,0.5185,0.5643,bird,0,0.5134,11.4,0.0000,0.0,0,0.0000
IR_DRONE_150303_267,public,0,0.1865,0.4974,0.2277,0.5431,drone,0,0.7606,10.9,0.0000,0.0,0,0.0000
IR_BIRD_068142_117,public,0,0.4355,0.4796,0.5183,0.5667,bird,0,0.5208,11.3,0.0000,0.0,0,0.0000
IR_DRONE_150303_273,public,0,0.1840,0.5033,0.2251,0.5479,drone,0,0.7595,10.8,0.0000,0.0,0,0.0000
IR_BIRD_071145_147,public,0,0.1710,0.5940,0.2242,0.6568,bird,0,0.5812,10.0,0.0000,0.0,0,0.0000
IR_BIRD_070144_072,public,0,0.5884,0.4771,0.6501,0.5493,bird,0,0.5399,10.4,0.0000,0.0,0,0.0000
IR_DRONE_149302_299,public,0,0.4182,0.4445,0.4648,0.4948,drone,0,0.7582,10.6,0.0000,0.0,0,0.0000
IR_BIRD_069143_022,public,0,0.5032,0.5949,0.5760,0.6822,bird,0,0.6654,10.4,0.0000,0.0,0,0.0000
IR_DRONE_148301_054,public,0,0.2733,0.3402,0.3241,0.3925,drone,0,0.7562,10.0,0.0000,0.0,0,0.0000
IR_DRONE_156309_186,public,0,0.2490,0.3898,0.2758,0.4201,drone,0,0.7326,10.3,0.0000,0.0,0,0.0000
IR_DRONE_148301_040,public,0,0.2431,0.3384,0.2953,0.3931,drone,0,0.7573,10.4,0.0000,0.0,0,0.0000
IR_DRONE_156309_192,public,0,0.2530,0.3879,0.2789,0.4174,drone,0,0.7440,10.5,0.0000,0.0,0,0.0000
IR_BIRD_069143_036,public,0,0.5054,0.5951,0.5719,0.6765,bird,0,0.6379,10.6,0.0000,0.0,0,0.0000
IR_BIRD_070144_066,public,0,0.5906,0.4800,0.6517,0.5501,bird,0,0.5342,11.2,0.0000,0.0,0,0.0000
IR_DRONE_144297_065,public,0,0.4396,0.6473,0.4665,0.6775,drone,0,0.5641,11.0,0.0000,0.0,0,0.0000
IR_DRONE_144297_065,public,0,0.6486,0.2913,0.7024,0.3424,drone,0,0.5101,11.0,0.0000,0.0,0,0.0000
IR_DRONE_149302_266,public,0,0.4338,0.4415,0.4818,0.4925,drone,0,0.7646,11.0,0.0000,0.0,0,0.0000
IR_DRONE_154307_158,public,0,0.3572,0.5437,0.3819,0.5734,drone,0,0.6364,11.1,0.0000,0.0,0,0.0000
IR_BIRD_071145_190,public,0,0.9265,0.5449,0.9903,0.6137,bird,0,0.3534,10.6,0.0000,0.0,0,0.0000
IR_BIRD_071145_190,public,0,0.0854,0.5398,0.1349,0.6000,bird,0,0.3008,10.6,0.0000,0.0,0,0.0000
IR_DRONE_156309_179,public,0,0.2444,0.3933,0.2707,0.4237,drone,0,0.7467,10.5,0.0000,0.0,0,0.0000
